10;30;100;1000
1144,0;1268,5;1239,0;1204,0
1221,0;1290,0;1211,5;1213,0
1173,5;1193,0;1209,0;1219,0
1248,0;1263,0;1238,5;1229,5
1235,5;1270,0;1209,0;1231,0
1168,0;1240,5;1231,5;1220,5
1230,5;1225,0;1213,0;1229,0
1143,0;1175,0;1246,0;1223,0
1183,0;1272,0;1228,0;1227,0
1230,0;1219,0;1203,5;1212,0
1120,5;1253,0;1217,5;1222,0
