10;30;100;1000
364,5;332,0;335,0;321,0
355,0;310,0;326,5;319,0
307,5;321,5;328,0;320,0
311,0;309,5;310,5;318,5
286,5;330,5;322,5;327,0
312,0;308,5;317,5;320,5
331,0;325,5;332,0;322,0
338,0;337,0;319,0;324,0
345,5;318,0;318,5;324,0
317,5;311,5;334,5;319,0
325,0;311,0;332,0;322,0
