0	0	34
0	1	34
0	2	34
0	3	34
0	4	34
0	5	33
0	6	36
0	7	45
0	8	58
0	9	79
0	10	82
0	11	82
0	12	82
0	13	82
0	14	82
0	15	82
0	16	82
0	17	82
0	18	82
0	19	82
0	20	82
0	21	82
0	22	82
0	23	82
0	24	82
0	25	82
0	26	82
0	27	82
0	28	81
0	29	77
0	30	82
0	31	82
0	32	82
0	33	82
0	34	82
0	35	82
0	36	82
0	37	82
0	38	82
0	39	82

1	0	34
1	1	34
1	2	37
1	3	43
1	4	44
1	5	49
1	6	62
1	7	73
1	8	79
1	9	82
1	10	83
1	11	82
1	12	82
1	13	82
1	14	82
1	15	82
1	16	82
1	17	82
1	18	82
1	19	82
1	20	82
1	21	82
1	22	82
1	23	82
1	24	83
1	25	83
1	26	83
1	27	82
1	28	82
1	29	81
1	30	82
1	31	82
1	32	82
1	33	82
1	34	82
1	35	82
1	36	82
1	37	82
1	38	82
1	39	82

2	0	35
2	1	43
2	2	64
2	3	75
2	4	77
2	5	79
2	6	84
2	7	86
2	8	87
2	9	89
2	10	90
2	11	89
2	12	89
2	13	88
2	14	86
2	15	86
2	16	87
2	17	89
2	18	89
2	19	89
2	20	88
2	21	87
2	22	86
2	23	88
2	24	91
2	25	91
2	26	91
2	27	90
2	28	89
2	29	87
2	30	85
2	31	82
2	32	82
2	33	82
2	34	82
2	35	82
2	36	82
2	37	82
2	38	82
2	39	82

3	0	60
3	1	72
3	2	81
3	3	83
3	4	92
3	5	96
3	6	97
3	7	100
3	8	107
3	9	113
3	10	113
3	11	113
3	12	113
3	13	110
3	14	108
3	15	107
3	16	104
3	17	98
3	18	94
3	19	93
3	20	93
3	21	93
3	22	93
3	23	94
3	24	96
3	25	96
3	26	94
3	27	93
3	28	93
3	29	93
3	30	92
3	31	89
3	32	86
3	33	82
3	34	82
3	35	82
3	36	82
3	37	82
3	38	82
3	39	82

4	0	81
4	1	82
4	2	82
4	3	94
4	4	118
4	5	121
4	6	121
4	7	121
4	8	126
4	9	130
4	10	127
4	11	125
4	12	124
4	13	123
4	14	123
4	15	123
4	16	123
4	17	118
4	18	106
4	19	94
4	20	93
4	21	94
4	22	100
4	23	113
4	24	118
4	25	117
4	26	113
4	27	108
4	28	102
4	29	98
4	30	98
4	31	100
4	32	96
4	33	93
4	34	87
4	35	83
4	36	82
4	37	82
4	38	82
4	39	82

5	0	82
5	1	83
5	2	97
5	3	116
5	4	124
5	5	130
5	6	132
5	7	136
5	8	150
5	9	156
5	10	150
5	11	138
5	12	130
5	13	126
5	14	127
5	15	134
5	16	138
5	17	127
5	18	119
5	19	98
5	20	93
5	21	100
5	22	120
5	23	138
5	24	143
5	25	139
5	26	131
5	27	127
5	28	125
5	29	123
5	30	120
5	31	121
5	32	119
5	33	117
5	34	107
5	35	95
5	36	89
5	37	87
5	38	85
5	39	83

6	0	82
6	1	92
6	2	117
6	3	125
6	4	134
6	5	153
6	6	159
6	7	160
6	8	163
6	9	163
6	10	164
6	11	162
6	12	156
6	13	151
6	14	152
6	15	159
6	16	160
6	17	138
6	18	121
6	19	100
6	20	93
6	21	108
6	22	140
6	23	160
6	24	164
6	25	169
6	26	167
6	27	160
6	28	156
6	29	155
6	30	151
6	31	145
6	32	142
6	33	133
6	34	124
6	35	113
6	36	97
6	37	93
6	38	92
6	39	91

7	0	89
7	1	111
7	2	125
7	3	139
7	4	156
7	5	162
7	6	163
7	7	165
7	8	169
7	9	175
7	10	185
7	11	183
7	12	173
7	13	164
7	14	163
7	15	163
7	16	162
7	17	144
7	18	122
7	19	99
7	20	93
7	21	111
7	22	148
7	23	167
7	24	178
7	25	185
7	26	186
7	27	185
7	28	181
7	29	178
7	30	174
7	31	170
7	32	165
7	33	157
7	34	138
7	35	124
7	36	109
7	37	93
7	38	93
7	39	93

8	0	107
8	1	122
8	2	133
8	3	157
8	4	163
8	5	167
8	6	174
8	7	188
8	8	201
8	9	222
8	10	228
8	11	207
8	12	190
8	13	168
8	14	163
8	15	163
8	16	156
8	17	133
8	18	119
8	19	98
8	20	93
8	21	110
8	22	145
8	23	169
8	24	185
8	25	190
8	26	191
8	27	190
8	28	190
8	29	189
8	30	188
8	31	186
8	32	183
8	33	173
8	34	154
8	35	129
8	36	113
8	37	94
8	38	93
8	39	93

9	0	123
9	1	126
9	2	147
9	3	162
9	4	170
9	5	188
9	6	210
9	7	239
9	8	245
9	9	251
9	10	252
9	11	229
9	12	190
9	13	167
9	14	163
9	15	162
9	16	145
9	17	123
9	18	107
9	19	94
9	20	93
9	21	107
9	22	136
9	23	164
9	24	183
9	25	190
9	26	196
9	27	196
9	28	196
9	29	195
9	30	194
9	31	191
9	32	189
9	33	184
9	34	165
9	35	132
9	36	110
9	37	93
9	38	93
9	39	93

10	0	124
10	1	130
10	2	156
10	3	165
10	4	184
10	5	201
10	6	234
10	7	254
10	8	255
10	9	255
10	10	255
10	11	234
10	12	187
10	13	165
10	14	161
10	15	146
10	16	129
10	17	120
10	18	99
10	19	93
10	20	93
10	21	110
10	22	142
10	23	165
10	24	181
10	25	190
10	26	196
10	27	196
10	28	194
10	29	192
10	30	192
10	31	192
10	32	190
10	33	186
10	34	169
10	35	138
10	36	109
10	37	93
10	38	93
10	39	93

11	0	124
11	1	131
11	2	158
11	3	167
11	4	191
11	5	215
11	6	237
11	7	252
11	8	254
11	9	254
11	10	253
11	11	230
11	12	184
11	13	163
11	14	152
11	15	129
11	16	123
11	17	122
11	18	110
11	19	104
11	20	107
11	21	122
11	22	153
11	23	174
11	24	185
11	25	191
11	26	195
11	27	192
11	28	189
11	29	187
11	30	187
11	31	187
11	32	187
11	33	185
11	34	170
11	35	142
11	36	107
11	37	93
11	38	93
11	39	93

12	0	124
12	1	128
12	2	153
12	3	168
12	4	193
12	5	216
12	6	229
12	7	236
12	8	240
12	9	240
12	10	226
12	11	205
12	12	179
12	13	163
12	14	143
12	15	125
12	16	124
12	17	124
12	18	123
12	19	122
12	20	125
12	21	141
12	22	170
12	23	185
12	24	189
12	25	193
12	26	191
12	27	187
12	28	184
12	29	176
12	30	178
12	31	182
12	32	182
12	33	173
12	34	151
12	35	130
12	36	101
12	37	93
12	38	93
12	39	89

13	0	114
13	1	123
13	2	140
13	3	163
13	4	182
13	5	197
13	6	208
13	7	213
13	8	213
13	9	209
13	10	201
13	11	193
13	12	174
13	13	161
13	14	138
13	15	124
13	16	124
13	17	124
13	18	124
13	19	125
13	20	141
13	21	162
13	22	182
13	23	188
13	24	190
13	25	189
13	26	187
13	27	181
13	28	168
13	29	159
13	30	157
13	31	163
13	32	159
13	33	142
13	34	128
13	35	117
13	36	97
13	37	93
13	38	92
13	39	85

14	0	89
14	1	110
14	2	127
14	3	146
14	4	162
14	5	176
14	6	187
14	7	188
14	8	189
14	9	190
14	10	188
14	11	176
14	12	166
14	13	154
14	14	130
14	15	124
14	16	124
14	17	124
14	18	124
14	19	127
14	20	151
14	21	167
14	22	184
14	23	187
14	24	187
14	25	187
14	26	183
14	27	166
14	28	144
14	29	131
14	30	130
14	31	135
14	32	131
14	33	125
14	34	118
14	35	105
14	36	93
14	37	92
14	38	88
14	39	82

15	0	82
15	1	89
15	2	113
15	3	125
15	4	137
15	5	155
15	6	164
15	7	163
15	8	163
15	9	165
15	10	166
15	11	160
15	12	145
15	13	131
15	14	125
15	15	124
15	16	124
15	17	124
15	18	124
15	19	128
15	20	150
15	21	163
15	22	178
15	23	184
15	24	186
15	25	183
15	26	171
15	27	144
15	28	127
15	29	123
15	30	118
15	31	118
15	32	118
15	33	113
15	34	99
15	35	93
15	36	91
15	37	87
15	38	82
15	39	82

16	0	82
16	1	82
16	2	88
16	3	100
16	4	114
16	5	122
16	6	134
16	7	133
16	8	132
16	9	135
16	10	142
16	11	137
16	12	127
16	13	124
16	14	124
16	15	124
16	16	124
16	17	124
16	18	124
16	19	124
16	20	130
16	21	146
16	22	162
16	23	167
16	24	170
16	25	163
16	26	145
16	27	128
16	28	123
16	29	111
16	30	97
16	31	93
16	32	93
16	33	89
16	34	87
16	35	86
16	36	84
16	37	82
16	38	82
16	39	82

17	0	82
17	1	82
17	2	82
17	3	82
17	4	85
17	5	88
17	6	105
17	7	119
17	8	120
17	9	121
17	10	124
17	11	123
17	12	123
17	13	123
17	14	123
17	15	123
17	16	124
17	17	124
17	18	124
17	19	124
17	20	124
17	21	127
17	22	137
17	23	148
17	24	151
17	25	139
17	26	127
17	27	123
17	28	111
17	29	91
17	30	84
17	31	83
17	32	83
17	33	82
17	34	81
17	35	82
17	36	82
17	37	82
17	38	82
17	39	82

18	0	80
18	1	81
18	2	81
18	3	80
18	4	81
18	5	81
18	6	86
18	7	90
18	8	90
18	9	94
18	10	108
18	11	111
18	12	108
18	13	108
18	14	108
18	15	112
18	16	118
18	17	122
18	18	124
18	19	124
18	20	124
18	21	124
18	22	124
18	23	126
18	24	127
18	25	125
18	26	124
18	27	119
18	28	96
18	29	83
18	30	81
18	31	80
18	32	77
18	33	72
18	34	67
18	35	73
18	36	81
18	37	82
18	38	82
18	39	82

19	0	54
19	1	57
19	2	54
19	3	51
19	4	60
19	5	65
19	6	65
19	7	66
19	8	71
19	9	77
19	10	87
19	11	93
19	12	93
19	13	93
19	14	93
19	15	94
19	16	98
19	17	106
19	18	116
19	19	121
19	20	123
19	21	124
19	22	124
19	23	124
19	24	124
19	25	124
19	26	123
19	27	109
19	28	91
19	29	74
19	30	65
19	31	61
19	32	55
19	33	51
19	34	50
19	35	53
19	36	69
19	37	81
19	38	82
19	39	82

20	0	34
20	1	34
20	2	32
20	3	31
20	4	31
20	5	35
20	6	36
20	7	36
20	8	38
20	9	46
20	10	61
20	11	79
20	12	89
20	13	93
20	14	93
20	15	93
20	16	92
20	17	93
20	18	96
20	19	103
20	20	112
20	21	119
20	22	123
20	23	123
20	24	122
20	25	121
20	26	111
20	27	96
20	28	80
20	29	55
20	30	50
20	31	50
20	32	50
20	33	50
20	34	50
20	35	50
20	36	55
20	37	77
20	38	82
20	39	82

21	0	25
21	1	18
21	2	16
21	3	15
21	4	15
21	5	21
21	6	27
21	7	29
21	8	30
21	9	33
21	10	35
21	11	40
21	12	54
21	13	75
21	14	86
21	15	90
21	16	90
21	17	90
21	18	92
21	19	93
21	20	93
21	21	97
21	22	107
21	23	108
21	24	105
21	25	102
21	26	94
21	27	81
21	28	58
21	29	50
21	30	50
21	31	50
21	32	50
21	33	50
21	34	50
21	35	50
21	36	53
21	37	75
21	38	82
21	39	82

22	0	12
22	1	11
22	2	11
22	3	11
22	4	11
22	5	11
22	6	12
22	7	13
22	8	15
22	9	19
22	10	24
22	11	29
22	12	34
22	13	38
22	14	46
22	15	53
22	16	53
22	17	51
22	18	64
22	19	75
22	20	73
22	21	73
22	22	83
22	23	81
22	24	73
22	25	77
22	26	71
22	27	57
22	28	49
22	29	50
22	30	50
22	31	50
22	32	50
22	33	50
22	34	50
22	35	52
22	36	59
22	37	78
22	38	82
22	39	82

23	0	16
23	1	15
23	2	12
23	3	11
23	4	11
23	5	11
23	6	11
23	7	11
23	8	11
23	9	11
23	10	11
23	11	14
23	12	20
23	13	27
23	14	32
23	15	34
23	16	34
23	17	39
23	18	47
23	19	50
23	20	50
23	21	51
23	22	54
23	23	53
23	24	51
23	25	51
23	26	51
23	27	51
23	28	53
23	29	57
23	30	59
23	31	55
23	32	54
23	33	58
23	34	69
23	35	78
23	36	79
23	37	81
23	38	82
23	39	82

24	0	30
24	1	30
24	2	26
24	3	21
24	4	19
24	5	21
24	6	20
24	7	19
24	8	19
24	9	18
24	10	15
24	11	12
24	12	12
24	13	13
24	14	23
24	15	33
24	16	37
24	17	47
24	18	50
24	19	50
24	20	50
24	21	50
24	22	50
24	23	51
24	24	54
24	25	56
24	26	65
24	27	75
24	28	82
