24	29	86
24	30	88
24	31	85
24	32	84
24	33	88
24	34	91
24	35	92
24	36	89
24	37	84
24	38	82
24	39	82

25	0	34
25	1	36
25	2	36
25	3	35
25	4	35
25	5	35
25	6	35
25	7	35
25	8	35
25	9	34
25	10	30
25	11	26
25	12	19
25	13	14
25	14	19
25	15	33
25	16	43
25	17	50
25	18	50
25	19	50
25	20	50
25	21	50
25	22	58
25	23	74
25	24	83
25	25	88
25	26	92
25	27	97
25	28	105
25	29	108
25	30	108
25	31	106
25	32	104
25	33	102
25	34	97
25	35	93
25	36	93
25	37	92
25	38	89
25	39	90

26	0	39
26	1	40
26	2	40
26	3	40
26	4	40
26	5	40
26	6	40
26	7	40
26	8	39
26	9	39
26	10	36
26	11	34
26	12	32
26	13	28
26	14	29
26	15	34
26	16	45
26	17	50
26	18	50
26	19	50
26	20	49
26	21	54
26	22	79
26	23	92
26	24	94
26	25	108
26	26	113
26	27	118
26	28	122
26	29	123
26	30	123
26	31	123
26	32	122
26	33	122
26	34	116
26	35	100
26	36	93
26	37	93
26	38	93
26	39	93

27	0	40
27	1	40
27	2	40
27	3	40
27	4	40
27	5	40
27	6	40
27	7	40
27	8	40
27	9	40
27	10	40
27	11	38
27	12	35
27	13	34
27	14	34
27	15	35
27	16	46
27	17	50
27	18	50
27	19	50
27	20	50
27	21	69
27	22	91
27	23	93
27	24	97
27	25	119
27	26	124
27	27	124
27	28	124
27	29	124
27	30	124
27	31	124
27	32	124
27	33	124
27	34	123
27	35	115
27	36	97
27	37	93
27	38	93
27	39	93

28	0	40
28	1	40
28	2	40
28	3	40
28	4	42
28	5	49
28	6	59
28	7	60
28	8	56
28	9	54
28	10	53
28	11	43
28	12	39
28	13	35
28	14	34
28	15	38
28	16	48
28	17	50
28	18	50
28	19	50
28	20	53
28	21	79
28	22	91
28	23	92
28	24	96
28	25	114
28	26	118
28	27	119
28	28	122
28	29	123
28	30	123
28	31	124
28	32	124
28	33	124
28	34	124
28	35	122
28	36	102
28	37	93
28	38	93
28	39	93

29	0	39
29	1	43
29	2	49
29	3	55
29	4	65
29	5	77
29	6	84
29	7	85
29	8	84
29	9	83
29	10	80
29	11	66
29	12	46
29	13	40
29	14	36
29	15	38
29	16	47
29	17	50
29	18	50
29	19	50
29	20	52
29	21	76
29	22	88
29	23	88
29	24	89
29	25	92
29	26	93
29	27	95
29	28	102
29	29	107
29	30	106
29	31	110
29	32	113
29	33	120
29	34	124
29	35	121
29	36	100
29	37	93
29	38	93
29	39	93

30	0	41
30	1	60
30	2	77
30	3	83
30	4	93
30	5	104
30	6	113
30	7	116
30	8	116
30	9	111
30	10	98
30	11	84
30	12	68
30	13	44
30	14	40
30	15	44
30	16	49
30	17	50
30	18	50
30	19	50
30	20	50
30	21	61
30	22	78
30	23	82
30	24	84
30	25	84
30	26	86
30	27	87
30	28	87
30	29	88
30	30	88
30	31	90
30	32	91
30	33	98
30	34	110
30	35	107
30	36	93
30	37	92
30	38	92
30	39	93

31	0	48
31	1	75
31	2	90
31	3	109
31	4	122
31	5	130
31	6	132
31	7	130
31	8	128
31	9	128
31	10	122
31	11	103
31	12	81
31	13	59
31	14	47
31	15	50
31	16	50
31	17	50
31	18	50
31	19	50
31	20	50
31	21	50
31	22	53
31	23	55
31	24	57
31	25	57
31	26	61
31	27	67
31	28	73
31	29	82
31	30	87
31	31	88
31	32	88
31	33	88
31	34	90
31	35	89
31	36	88
31	37	88
31	38	89
31	39	91

32	0	65
32	1	85
32	2	114
32	3	126
32	4	138
32	5	156
32	6	159
32	7	158
32	8	158
32	9	156
32	10	147
32	11	126
32	12	95
32	13	77
32	14	57
32	15	50
32	16	50
32	17	50
32	18	50
32	19	50
32	20	50
32	21	50
32	22	50
32	23	50
32	24	50
32	25	50
32	26	50
32	27	50
32	28	51
32	29	56
32	30	69
32	31	83
32	32	88
32	33	88
32	34	88
32	35	88
32	36	88
32	37	88
32	38	88
32	39	88

33	0	81
33	1	91
33	2	121
33	3	140
33	4	159
33	5	168
33	6	177
33	7	184
33	8	188
33	9	189
33	10	183
33	11	156
33	12	122
33	13	106
33	14	81
33	15	60
33	16	50
33	17	50
33	18	50
33	19	50
33	20	50
33	21	50
33	22	50
33	23	50
33	24	50
33	25	50
33	26	50
33	27	50
33	28	50
33	29	50
33	30	51
33	31	60
33	32	77
33	33	87
33	34	88
33	35	88
33	36	88
33	37	88
33	38	88
33	39	88

34	0	80
34	1	99
34	2	128
34	3	155
34	4	167
34	5	187
34	6	194
34	7	195
34	8	196
34	9	196
34	10	195
34	11	180
34	12	144
34	13	120
34	14	90
34	15	77
34	16	60
34	17	51
34	18	50
34	19	50
34	20	50
34	21	50
34	22	50
34	23	50
34	24	50
34	25	50
34	26	50
34	27	50
34	28	49
34	29	48
34	30	48
34	31	50
34	32	55
34	33	72
34	34	84
34	35	87
34	36	88
34	37	88
34	38	88
34	39	88

35	0	62
35	1	102
35	2	135
35	3	161
35	4	180
35	5	194
35	6	196
35	7	196
35	8	196
35	9	195
35	10	189
35	11	169
35	12	138
35	13	120
35	14	90
35	15	82
35	16	79
35	17	72
35	18	53
35	19	50
35	20	50
35	21	50
35	22	50
35	23	50
35	24	50
35	25	50
35	26	49
35	27	47
35	28	44
35	29	41
35	30	43
35	31	44
35	32	44
35	33	45
35	34	55
35	35	69
35	36	76
35	37	79
35	38	85
35	39	88

36	0	50
36	1	95
36	2	136
36	3	162
36	4	176
36	5	191
36	6	196
36	7	196
36	8	196
36	9	189
36	10	171
36	11	148
36	12	127
36	13	112
36	14	85
36	15	82
36	16	86
36	17	89
36	18	66
36	19	51
36	20	50
36	21	50
36	22	50
36	23	50
36	24	50
36	25	49
36	26	45
36	27	41
36	28	40
36	29	40
36	30	40
36	31	40
36	32	40
36	33	40
36	34	40
36	35	42
36	36	44
36	37	44
36	38	60
36	39	85

37	0	44
37	1	80
37	2	131
37	3	160
37	4	164
37	5	174
37	6	188
37	7	192
37	8	186
37	9	172
37	10	162
37	11	137
37	12	123
37	13	113
37	14	86
37	15	82
37	16	87
37	17	92
37	18	86
37	19	67
37	20	53
37	21	50
37	22	50
37	23	50
37	24	50
37	25	46
37	26	41
37	27	40
37	28	40
37	29	40
37	30	40
37	31	40
37	32	40
37	33	40
37	34	40
37	35	39
37	36	36
37	37	34
37	38	39
37	39	69

38	0	41
38	1	58
38	2	104
38	3	150
38	4	162
38	5	163
38	6	167
38	7	170
38	8	166
38	9	164
38	10	161
38	11	138
38	12	123
38	13	112
38	14	86
38	15	82
38	16	83
38	17	89
38	18	93
38	19	90
38	20	77
38	21	60
38	22	53
38	23	50
38	24	46
38	25	41
38	26	40
38	27	40
38	28	40
38	29	40
38	30	40
38	31	40
38	32	39
38	33	39
38	34	37
38	35	35
38	36	34
38	37	34
38	38	34
38	39	42

39	0	40
39	1	44
39	2	72
39	3	112
39	4	136
39	5	148
39	6	152
39	7	154
39	8	154
39	9	149
39	10	142
39	11	126
39	12	106
39	13	90
39	14	82
39	15	82
39	16	82
39	17	83
39	18	88
39	19	92
39	20	92
39	21	88
39	22	79
39	23	68
39	24	50
39	25	40
39	26	40
39	27	40
39	28	40
39	29	40
39	30	40
39	31	38
39	32	35
39	33	34
39	34	34
39	35	34
39	36	34
39	37	32
39	38	29
39	39	23


